"","key","Key_RX_ProgID","Curr_RX_ProgID","RX_ProgName","RX_ProgDescription","DatabaseName","Org","ProgID","ProgName","ProgDescription","Lat","Long","Pop"
"1826","training","510",NA,"Training","Training and maintenance of certifications","RX_ToledoOH","Toledo, OH",3893,"Environmental Education and Public Outreach","TRAINING OF INTERNAL AND EXTERNAL RESPONDERS",NA,NA,280000
"1834","training","510",NA,"Training","Training and maintenance of certifications","RX_ToledoOH","Toledo, OH",4188,"Peer Training Program","Manage employer peer training program",NA,NA,280000
"1842","training","510",NA,"Training","Training and maintenance of certifications","RX_ToledoOH","Toledo, OH",4196,"Safety Training and Policy Development","Facilitation of safety committee meetings and management assistance when needed. Writing of policies and Standard Operating Procedures. Recordkeeping of training, injuries, and associated costs. Conduct technical training; schedule outside vendor/contractor technical training; Health & Safety staff continuing education/training.",NA,NA,280000
"1824","training","510",NA,"Training","Training and maintenance of certifications","RX_ToledoOH","Toledo, OH",3892,"Environmental Education and Public Outreach","TRAINING OF INTERNAL AND EXTERNAL RESPONDERS",NA,NA,280000
"17421","training","510",NA,"Training","Training and maintenance of certifications","RX_ToledoOH","Toledo, OH",3050,"Community Presentations and Trainings -  Diversity","Held throughout the City, at the request of individuals, schools, community organizations, Block Watches, etc.  Performed for educational and informative purposes.",NA,NA,280000
"18121","training","510",NA,"Training","Training and maintenance of certifications","RX_ToledoOH","Toledo, OH",3886,"Emergency and Complaint Response Training","TRAINING OF INTERNAL AND EXTERNAL RESPONDERS",NA,NA,280000
"1776","training","510",NA,"Training","Training and maintenance of certifications","RX_ToledoOH","Toledo, OH",3259,"Safety Training and Meetings","Maintain City-wide compliance with Public Employment Risk Reduction Program (PERRP) regulations. Also, provide American Heart Association certified CPR and/or first aid training to employees so they have the knowledge and skills to assist in case of an emergency. Attend training sessions provided by Safety Council of Northwest Ohio, CompManagement, Bureau of Workers' Compensation, or the Managed Care Organization. Also help coordinate and attend City-wide safety meetings with the divisional safety committee representatives.",NA,NA,280000
"1796","training","510",NA,"Training","Training and maintenance of certifications","RX_ToledoOH","Toledo, OH",3525,"Field Training Program","Program where new officers are assigned to a field training officer for evaluation and training",NA,NA,280000
"1740","training","510",NA,"Training","Training and maintenance of certifications","RX_ToledoOH","Toledo, OH",3049,"Board Retreats and Trainings","Retreats and trainings are held at least three (3) times a year for the 26 Board members.  This program updates members on Robert's Rules, Bylaws, Toledo Municipal Code 159, Program Initiatives, etc.",NA,NA,280000
"1848","training","510",NA,"Training","Training and maintenance of certifications","RX_ToledoOH","Toledo, OH",4571,"Youth Employment Preparation Annual Teen Job Fair","City youth 16- 24 years old are provided exposure to local companies and employers for opportunities of seasonal and permanent employment. Through three months of training in partnership with library, job training programs and educational systems, youth are given skills for job readiness, prior to the event.",NA,NA,280000
"1786","training","510",NA,"Training","Training and maintenance of certifications","RX_ToledoOH","Toledo, OH",3432,"U. S. Army Reserves Brownfield and Blight Clean Up Partnership","Code Enforcement submitted an Innovative Readiness Training Civil-Military Partnership Application to utilize the U.S. Army Reserves 983rd Engineer Battalion to demolish a brown field site.  In addition, we are working on entering into an enduring project agreement with them for clearing and grubbing of blighted residential neighborhoods.",NA,NA,280000
"1788","training","510",NA,"Training","Training and maintenance of certifications","RX_ToledoOH","Toledo, OH",3433,"U. S. Army Reserves Brownfield and Blight Clean Up Partnership","Code Enforcement submitted an Innovative Readiness Training Civil-Military Partnership Application to utilize the U.S. Army Reserves 983rd Engineer Battalion to demolish a brown field site.  In addition, we are working on entering into an enduring project agreement with them for clearing and grubbing of blighted residential neighborhoods.",NA,NA,280000
"1778","training","510",NA,"Training","Training and maintenance of certifications","RX_ToledoOH","Toledo, OH",3268,"Workers' Compensation  Records Management","Maintain workers' compensation claims and training records as required by Public Employment Risk Reduction Program.",NA,NA,280000
"17721","training","510",NA,"Training","Training and maintenance of certifications","RX_ToledoOH","Toledo, OH",3213,"Employee Safety Training","Provide customized safety training to  employees based on their particular position or work location, including training on personal protective equipment, how to safely get in/out vehicles, traffic pattern training, CPR/First Aid training, etc. Also, coordinate and conduct training on matters such as payroll contract interpretation, workplace violence, and reasonable suspicion for drug and/or alcohol testing, in an effort to proactively address personnel matters.",NA,NA,280000
"1828","training","510",NA,"Training","Training and maintenance of certifications","RX_ToledoOH","Toledo, OH",3894,"Environmental Education and Public Outreach","TRAINING OF INTERNAL AND EXTERNAL RESPONDERS",NA,NA,280000
"18161","training","510",NA,"Training","Training and maintenance of certifications","RX_ToledoOH","Toledo, OH",3888,"Emergency and Complaint Response Training","TRAINING OF INTERNAL AND EXTERNAL RESPONDERS",NA,NA,280000
"1770","training","510",NA,"Training","Training and maintenance of certifications","RX_ToledoOH","Toledo, OH",3212,"Employee Safety Training","Provide customized safety training to  employees based on their particular position or work location, including training on personal protective equipment, how to safely get in/out vehicles, traffic pattern training, CPR/First Aid training, etc. Also, coordinate and conduct training on matters such as payroll contract interpretation, workplace violence, and reasonable suspicion for drug and/or alcohol testing, in an effort to proactively address personnel matters.",NA,NA,280000
"1830","training","510",NA,"Training","Training and maintenance of certifications","RX_ToledoOH","Toledo, OH",3895,"Environmental Education and Public Outreach","TRAINING OF INTERNAL AND EXTERNAL RESPONDERS",NA,NA,280000
"1774","training","510",NA,"Training","Training and maintenance of certifications","RX_ToledoOH","Toledo, OH",3258,"Safety Training and Meetings","Maintain City-wide compliance with Public Employment Risk Reduction Program (PERRP) regulations. Also, provide American Heart Association certified CPR and/or first aid training to employees so they have the knowledge and skills to assist in case of an emergency. Attend training sessions provided by Safety Council of Northwest Ohio, CompManagement, Bureau of Workers' Compensation, or the Managed Care Organization. Also help coordinate and attend City-wide safety meetings with the divisional safety committee representatives.",NA,NA,280000
"1798","training","510",NA,"Training","Training and maintenance of certifications","RX_ToledoOH","Toledo, OH",3564,"Citizens Police Academy","Program where citizens can experience police training and scenarios.  Promote understanding of law enforcement",NA,NA,280000
"1790","training","510",NA,"Training","Training and maintenance of certifications","RX_ToledoOH","Toledo, OH",3434,"U. S. Army Reserves Brownfield and Blight Clean Up Partnership","Code Enforcement submitted an Innovative Readiness Training Civil-Military Partnership Application to utilize the U.S. Army Reserves 983rd Engineer Battalion to demolish a brown field site.  In addition, we are working on entering into an enduring project agreement with them for clearing and grubbing of blighted residential neighborhoods.",NA,NA,280000
"18141","training","510",NA,"Training","Training and maintenance of certifications","RX_ToledoOH","Toledo, OH",3887,"Emergency and Complaint Response Training","TRAINING OF INTERNAL AND EXTERNAL RESPONDERS",NA,NA,280000
"1818","training","510",NA,"Training","Training and maintenance of certifications","RX_ToledoOH","Toledo, OH",3889,"Emergency and Complaint Response Training","TRAINING OF INTERNAL AND EXTERNAL RESPONDERS",NA,NA,280000
"1768","training","510",NA,"Training","Training and maintenance of certifications","RX_ToledoOH","Toledo, OH",3211,"Employee Safety Training","Provide customized safety training to  employees based on their particular position or work location, including training on personal protective equipment, how to safely get in/out vehicles, traffic pattern training, CPR/First Aid training, etc. Also, coordinate and conduct training on matters such as payroll contract interpretation, workplace violence, and reasonable suspicion for drug and/or alcohol testing, in an effort to proactively address personnel matters.",NA,NA,280000
"17921","training","510",NA,"Training","Training and maintenance of certifications","RX_ToledoOH","Toledo, OH",3435,"U. S. Army Reserves Brownfield and Blight Clean Up Partnership","Code Enforcement submitted an Innovative Readiness Training Civil-Military Partnership Application to utilize the U.S. Army Reserves 983rd Engineer Battalion to demolish a brown field site.  In addition, we are working on entering into an enduring project agreement with them for clearing and grubbing of blighted residential neighborhoods.",NA,NA,280000
"17941","training","510",NA,"Training","Training and maintenance of certifications","RX_ToledoOH","Toledo, OH",3506,"Active Shooter Response Training","Program coordinated with community services officers to teach how to respond to active shooter threats",NA,NA,280000
"1766","training","510",NA,"Training","Training and maintenance of certifications","RX_ToledoOH","Toledo, OH",3210,"Employee Safety Training","Provide customized safety training to  employees based on their particular position or work location, including training on personal protective equipment, how to safely get in/out vehicles, traffic pattern training, CPR/First Aid training, etc. Also, coordinate and conduct training on matters such as payroll contract interpretation, workplace violence, and reasonable suspicion for drug and/or alcohol testing, in an effort to proactively address personnel matters.",NA,NA,280000
"1820","training","510",NA,"Training","Training and maintenance of certifications","RX_ToledoOH","Toledo, OH",3890,"Environmental Education and Public Outreach","TRAINING OF INTERNAL AND EXTERNAL RESPONDERS",NA,NA,280000
"1808","training","510",NA,"Training","Training and maintenance of certifications","RX_ToledoOH","Toledo, OH",3884,"Emergency and Complaint Response Training","TRAINING OF INTERNAL AND EXTERNAL RESPONDERS",NA,NA,280000
"18211","training","510",NA,"Training","Training and maintenance of certifications","RX_ToledoOH","Toledo, OH",3891,"Environmental Education and Public Outreach","TRAINING OF INTERNAL AND EXTERNAL RESPONDERS",NA,NA,280000
"1809","training","510",NA,"Training","Training and maintenance of certifications","RX_ToledoOH","Toledo, OH",3885,"Emergency and Complaint Response Training","TRAINING OF INTERNAL AND EXTERNAL RESPONDERS",NA,NA,280000
"1856","training","510",510,"Training","Training and maintenance of certifications","RX_TrinidadCO","Trinidad, CO",1241,"Training","The State of Colorado requires police officers to have 24 hours of   
 training in specific areas annually in order to maintain their state
 POST certification. Officers must also maintain these
certifications: Firearms quarterly; taser annually; Intoxillizer
annually; SFST bi-annually; and CPR every 3 years.  In addition,
officers can request to attend training for a variety of things
 including Law Enforcement Spanish, Crisis Intervention, 
Interviewing techniques, Accident investigation, etc. ","37.174057","-104.490984",8103
"18541","training","510",NA,"Training","Training and maintenance of certifications","RX_TrinidadCO","Trinidad, CO",1214,"Training","Fire Service staff trains regularly to ensure when 
they receive a call for service, they are fully capable
of responding.  They train in areas that include, but 
are not limited to firefighting, EMS, Rescue, and
hazardous materials response.","37.174057","-104.490984",8103
"18551","training","510",NA,"Training","Training and maintenance of certifications","RX_TrinidadCO","Trinidad, CO",1218,"Firefighting Training and Response","While fire response does not consume near the 
time it did in the past, it is a very important Fire 
Service program around which much of fire fleet
and equipment is dedicated.","37.174057","-104.490984",8103
"1858","training","510",510,"Training","Training and maintenance of certifications","RX_TrinidadCO","Trinidad, CO",1251,"Training","With regular changes in technology, training is an ongoing need for dispatchers including recertifications.","37.174057","-104.490984",8103
"18531","training","510",NA,"Training","Training and maintenance of certifications","RX_TrinidadCO","Trinidad, CO",895,"Safety Training and Policy Development","Maintain and train personnel for safe and efficient operations to include City nad CIRSA safety program","37.174057","-104.490984",8103
"1849","training","510",NA,"Training","Training and maintenance of certifications","RX_TrinidadCO","Trinidad, CO",563,"Leadership and Organizational Development","Schedule trainings for Executive Team and 2nd in			
command staff to ensure they have sufficient regular			
training in leadership practices and work with 			
inidividuals to ensure the tools provided are 			
understood and adopted as appropriate.","37.174057","-104.490984",8103
"18511","training","510",307,"Training","Training and maintenance of certifications","RX_TrinidadCO","Trinidad, CO",715,"Training and Development","Encourage employees to participate in professional
and skill development to ensure they are prepared to 
meeting challenges of the job as it evolves.  Schedule 
Training of employees as necessary.","37.174057","-104.490984",8103
"1859","training","510",NA,"Training","Training and maintenance of certifications","RX_TrinidadCO","Trinidad, CO",1272,"Land Use Code Implementation and Training","The update of Chapter 14 of the City of Trinidad Code of Ordinances inclusive of all land use regulations as well as the update of the City Zoning Map, to include training for Staff and Commission on new Land Use Codes","37.174057","-104.490984",8103
"1850","training","510",NA,"Training","Training and maintenance of certifications","RX_TrinidadCO","Trinidad, CO",587,"Personnel","staff wages, training,","37.174057","-104.490984",8103
"1860","training","510",681,"Training","Training and maintenance of certifications","RX_TrinidadCO","Trinidad, CO",1285,"Building Code Updates and Training","Update of the Building Code to the IBC2018 and subsequent training for Staff on implementation of new Code.","37.174057","-104.490984",8103
"18521","training","510",NA,"Training","Training and maintenance of certifications","RX_TrinidadCO","Trinidad, CO",860,"Division Training and Continuing Education","Ensure that personnel are up to date on all water quality and compliance issues, maintain certifications, and receive continuing education","37.174057","-104.490984",8103
"1857","training","510",NA,"Training","Training and maintenance of certifications","RX_TrinidadCO","Trinidad, CO",1243,"Sex Offender Registration/Tracking/Compliance","A Persons Crimes detective is responsible for managing, training and oversight of the Sexual Offender Tracking and Registration program (SOTAR), a statewide database.  This includes coordination of SOTAR home verification checks with Police Services personnel.  The detective is also responsible for coordinating the Sexually Violent Predator notifications and their reintegration into the community.  Registrants pay registration and re-registration fees.","37.174057","-104.490984",8103
"1862","training","510",NA,"Training","Training and maintenance of certifications","RX_TualatinOR","Tualatin, OR",727,"City Emergency Management Program","Maintains Emergency Plan,  training,  plans and trains with regional groups, ensuring readiness for emergency incidents.","45.379540","-122.761720",27545
"18611","training","510",NA,"Training","Training and maintenance of certifications","RX_TualatinOR","Tualatin, OR",635,"Technology Training","Provide ongoing training and documentation, including initial user orientation, new application and system roll-out, vendor management, usage, guidelines, and procedures.","45.379540","-122.761720",27545
"1863","training","510",NA,"Training","Training and maintenance of certifications","RX_TualatinOR","Tualatin, OR",731,"Operations Monthly Safety Training Program","Plan and schedule monthly safety training, follow- thru on training and tracking for Public Works","45.379540","-122.761720",27545
"1870","training","510",NA,"Training","Training and maintenance of certifications","RX_UnifiedGovKS","Unified Government at Wyandotte County and Kansas City",597,"Training Academy Program","Conducts training for new recruits and incumbent officers",NA,NA,NA
"1869","training","510",NA,"Training","Training and maintenance of certifications","RX_UnifiedGovKS","Unified Government at Wyandotte County and Kansas City",348,"Administration, Security & Personnel","Salary/Benefits/Uniforms/Training & Supplies",NA,NA,NA
"1879","training","510",NA,"Training","Training and maintenance of certifications","RX_UnifiedGovKS","Unified Government at Wyandotte County and Kansas City",695,"Fire Training Administration Program","Cost associated with operating training division",NA,NA,NA
"1880","training","510",NA,"Training","Training and maintenance of certifications","RX_UnifiedGovKS","Unified Government at Wyandotte County and Kansas City",734,"Election boards","Recruiting, training and scheduling of election workers, special boards",NA,NA,NA
"1865","training","510",NA,"Training","Training and maintenance of certifications","RX_UnifiedGovKS","Unified Government at Wyandotte County and Kansas City",76,"Jail Training","Jail Training",NA,NA,NA
"1884","training","510",NA,"Training","Training and maintenance of certifications","RX_UnifiedGovKS","Unified Government at Wyandotte County and Kansas City",795,"Customer Service","Training and Materials",NA,NA,NA
"1885","training","510",NA,"Training","Training and maintenance of certifications","RX_UnifiedGovKS","Unified Government at Wyandotte County and Kansas City",818,"New Software Implementation","Assist clients in contract negotiations for new software purchases and associated professional services.  Assist in the implementation of new software including design, configuration, testing, training, go-live and go-live support.",NA,NA,NA
"18721","training","510",NA,"Training","Training and maintenance of certifications","RX_UnifiedGovKS","Unified Government at Wyandotte County and Kansas City",622,"ADMINISTRATIVE - Emergency Management Administration","Enforce and maintain compliance with all federal, state, and local laws and ordinances. Assist with the budget, and control expenditures and provide input on revenue sources. Advise County Administrator/Supervisor on matters relating to department operations and county-wide operations. Research the type of equipment to purchase or programs to support, prepare bid specifications for equipment, projects and supplies; determine cost alternatives with pros and cons, and provides recommendations. Prepare or review plans and specifications for supplies, services, and contracts. Define and monitor performance, productivity, and compliance of subordinates with departmental missions, goals, objectives, policies, and procedures to ensure all work meets the required expectations. Develop and administer department policies and procedures.  Ability to attend training, exercises and conferences to further enhance the department growth in education. Successfully complete all National Incident Management System training requirements for the emergency management function. 40 hours of training yearly related to Emergency Management for certification Develop sort-term and long-term goals for the department. Tracking of employees and community partners who take emergency prepradeness training. Supervise direct reports through coaching, interviewing, hiring, and training employees; planning, assigning, and directing work; appraising performance; rewarding and disciplining employees; addressing complaints and resolving problems.",NA,NA,NA
"1882","training","510",NA,"Training","Training and maintenance of certifications","RX_UnifiedGovKS","Unified Government at Wyandotte County and Kansas City",770,"Administration","Vacation/Sick/Training/Administrative Duties",NA,NA,NA
"1886","training","510",NA,"Training","Training and maintenance of certifications","RX_UnifiedGovKS","Unified Government at Wyandotte County and Kansas City",819,"Software Upgrade Assistance","Assist UG clients in upgrading existing software to the extent necessary.  Assistance could be anything from contract negotiations, upgrade planning, design, configuration, conversion, testing, training, go-live and go-live support.",NA,NA,NA
"1877","training","510",NA,"Training","Training and maintenance of certifications","RX_UnifiedGovKS","Unified Government at Wyandotte County and Kansas City",680,"Legal Advisor & Training – Police","Legal Services",NA,NA,NA
"1864","training","510",NA,"Training","Training and maintenance of certifications","RX_UnifiedGovKS","Unified Government at Wyandotte County and Kansas City",44,"Fire Training Program","Maintains and improves the capabilities of firefighters through ongoing comprehensive nationally recognized training in modern firefighting concepts and professional development",NA,NA,NA
"1883","training","510",NA,"Training","Training and maintenance of certifications","RX_UnifiedGovKS","Unified Government at Wyandotte County and Kansas City",791,"Training and Development","Manage, develop and coordinate mandatory employee training sessions for UG policies to ensure compliance.  Offer employee development sessions for career development",NA,NA,NA
"1878","training","510",NA,"Training","Training and maintenance of certifications","RX_UnifiedGovKS","Unified Government at Wyandotte County and Kansas City",681,"Legal Advisor & Training – Sheriff","Legal Services",NA,NA,NA
"1868","training","510",NA,"Training","Training and maintenance of certifications","RX_UnifiedGovKS","Unified Government at Wyandotte County and Kansas City",289,"Administration- Training","Staff development- Enhance understanding and skill sets in different areas of wastewater and safety.",NA,NA,NA
"18711","training","510",NA,"Training","Training and maintenance of certifications","RX_UnifiedGovKS","Unified Government at Wyandotte County and Kansas City",607,"Administrative Supoort","Department administration including budget, reporting, payroll, personnel management, scheduling, general training and nonprogram specific tasks.",NA,NA,NA
"18811","training","510",NA,"Training","Training and maintenance of certifications","RX_UnifiedGovKS","Unified Government at Wyandotte County and Kansas City",746,"Staff Training/Certifications","State Mandated Training; Appraisal Organization Conferences/Fees; Staff Development Programs; Certification/Designation Programs",NA,NA,NA
"1876","training","510",NA,"Training","Training and maintenance of certifications","RX_UnifiedGovKS","Unified Government at Wyandotte County and Kansas City",643,"Weather Spotter Network Coordination","Coordinate the weather spotter network, including training of spotters and coordination with National Weather Service.",NA,NA,NA
"1867","training","510",NA,"Training","Training and maintenance of certifications","RX_UnifiedGovKS","Unified Government at Wyandotte County and Kansas City",259,"Ethics Administration Employee Training","Training of UG Employees and Elected Officials",NA,NA,NA
"18731","training","510",NA,"Training","Training and maintenance of certifications","RX_UnifiedGovKS","Unified Government at Wyandotte County and Kansas City",628,"Emergency Management Performance Grant","Develop and administer the EMPG grant program to support staffing of both one FTE and one part time intern position. This includes developing a annual work plan and quarterly reports/updates on that plan. Track training and exercise participation by all participants.",NA,NA,NA
"1866","training","510",NA,"Training","Training and maintenance of certifications","RX_UnifiedGovKS","Unified Government at Wyandotte County and Kansas City",201,"Fire Training-Medical Program","Provide required continued education for EMT and Paramedic",NA,NA,NA
"1875","training","510",NA,"Training","Training and maintenance of certifications","RX_UnifiedGovKS","Unified Government at Wyandotte County and Kansas City",638,"Multi-Jurisdictional Training & Exercise Planning","Develop a local jurisdictional Multi-Year Training & Exercise Plan via an annual Training and Exercise Workshop",NA,NA,NA
"1874","training","510",NA,"Training","Training and maintenance of certifications","RX_UnifiedGovKS","Unified Government at Wyandotte County and Kansas City",629,"Emergency Management Training","Provide Emergency Management Classes such as ICS and PIO classes funded by the state.",NA,NA,NA
"1936","training","510",NA,"Training","Training and maintenance of certifications","RX_WashingtonCountyWIWI","Washington County, WI",488,"Non-Storm related winter activities","Includes all items not directly related to plowing and applying chemicals. Winter surveillance. Winter related training. Pretreating salt at shed or stockpile. Filling salt sheds, housekeeping, and clean-up after storm event or filling sheds. Preparing salt/sand mixes/piles, making salt brine. Preparing salt brine or other de-icing agents. Calibrating equipment. Washing equipment related to performing winter maintenance activities. Thaw frozen culverts. Erecting, repairing, and removing winter snow fence. Placing, repairing, or removing orange obstruction end markers. Reimbursement for sodium chloride storage.","43.3933","-88.2461",135101
"1930","training","510",NA,"Training","Training and maintenance of certifications","RX_WashingtonCountyWIWI","Washington County, WI",284,"Property & Liability Insurance Coordination","Policy Review & Renewal, Determine Limits, coverage,  prepare & update Statement of Values, allocate insurance costs to all departments, identify loss exposures, recommend risk management trainings","43.3933","-88.2461",135101
"1958","training","510",NA,"Training","Training and maintenance of certifications","RX_WashingtonCountyWIWI","Washington County, WI",1030,"Special Teams","Activity associated with the management, training and deployment of the department's SWAT, Dive, Canine and Accident Reconstruction Teams.","43.3933","-88.2461",135101
"1960","training","510",NA,"Training","Training and maintenance of certifications","RX_WashingtonCountyWIWI","Washington County, WI",1039,"Undercover Operations","Recruitment, hiring, training and management of undercover officers.","43.3933","-88.2461",135101
"1942","training","510",NA,"Training","Training and maintenance of certifications","RX_WashingtonCountyWIWI","Washington County, WI",616,"Saint A - School Based Trauma Informed Psychotherapy Services","Run by Saint A, this program serves approximately 50 children per year, providing Trauma Informed Psychotherapy to children who have experienced an adverse event and are acting out and struggling in school.  Designed to be a preventative program that can keep children out of the more formal BH System.  Program also works to build trauma informed and sensitive schools, training teachers, child by child, helping them understand and implement better behavior support plans.","43.3933","-88.2461",135101
"1956","training","510",NA,"Training","Training and maintenance of certifications","RX_WashingtonCountyWIWI","Washington County, WI",988,"Quality Assurance & Training","Review and documentation of dispatcher performance through objective and quantified analysis of call handling. Monthly training program.","43.3933","-88.2461",135101
"1896","training","510",NA,"Training","Training and maintenance of certifications","RX_WashingtonCountyWIWI","Washington County, WI",21,"ADMINISTRATIVE - Fleet Operations Fiscal Administration and Fleet Asset Management","All equipment and parts purchased must be within a budget and recorded (documentation).  Oversee employees and participate in new hiring. Conduct reviews on current employees annually.  Attend seminars on new products and uses and be informed of new regulations. Attend annual training on State inventory system","43.3933","-88.2461",135101
"1966","training","510",NA,"Training","Training and maintenance of certifications","RX_WashingtonCountyWIWI","Washington County, WI",1044,"Specialized Training","Provision of specialized training to staff in the form of seminars, certified instructor training, other certification training and other coursework.","43.3933","-88.2461",135101
"1962","training","510",NA,"Training","Training and maintenance of certifications","RX_WashingtonCountyWIWI","Washington County, WI",1040,"Annual Police In-Service Training","Provision of annual recertification training to state certified staff.","43.3933","-88.2461",135101
"1948","training","510",NA,"Training","Training and maintenance of certifications","RX_WashingtonCountyWIWI","Washington County, WI",740,"Deli Operations","The Clubhouse Supervisor provides overall supervision of the food and beverage program. The deli manager supervises and participates in all food and beverage operations. This includes training staff, ordering, menu selections, food preparation, food storage, cleaning, inventories,  customer service, and point of sale transactions. All deli staff are provided by a temporary staffing company and are not county employees.","43.3933","-88.2461",135101
"1944","training","510",NA,"Training","Training and maintenance of certifications","RX_WashingtonCountyWIWI","Washington County, WI",638,"Foster Care Coordinator","1 (PT) BSW is responsible for managing all Kinship Care placements, as well as recruiting, licensing, training and maintaining foster homes for Washington County.","43.3933","-88.2461",135101
"1890","training","510",NA,"Training","Training and maintenance of certifications","RX_WashingtonCountyWIWI","Washington County, WI",14,"ADMINISTRATIVE - Treasurer's Office Administration","Provides general office administration, personnel oversight, budget preparation and continuing education & training.  Attend workshops and seminars to keep up-to-date on WI Statutes, rules, and regulations provided by state agencies.  WCTA stimulates professional development; promotes unity and assistance among the members; advocate the exchange of ideas along with a spirit of cooperation with the state departments, legislators, local governments, and county boards; promote ideas for operating efficiently and effectively as fiduciaries of our County on behalf of the citizens of our county.","43.3933","-88.2461",135101
"1904","training","510",NA,"Training","Training and maintenance of certifications","RX_WashingtonCountyWIWI","Washington County, WI",39,"ADMINISTRATIVE - Register of Deeds Office Administration","Includes budget management, office administration, personnel management and continuing education and training.","43.3933","-88.2461",135101
"19321","training","510",NA,"Training","Training and maintenance of certifications","RX_WashingtonCountyWIWI","Washington County, WI",328,"Domestic Violence and Sexual Assault Charging Conferences, pursuant to Wis. Stat. 978.05(1) and 950.04","Conduct domestic violence meetings pursuant to statute, assist victims with preparing and filing restraining orders.","43.3933","-88.2461",135101
"1968","training","510",NA,"Training","Training and maintenance of certifications","RX_WashingtonCountyWIWI","Washington County, WI",1055,"Community Youth Development","Reaches underserved youth in Washington County to provide experiential learning programs including camps, workshops, and training.","43.3933","-88.2461",135101
"1964","training","510",NA,"Training","Training and maintenance of certifications","RX_WashingtonCountyWIWI","Washington County, WI",1043,"Field Training Program","Administration of field training program for newly hired Corrections, Communications and Patrol officers.","43.3933","-88.2461",135101
"1908","training","510",NA,"Training","Training and maintenance of certifications","RX_WashingtonCountyWIWI","Washington County, WI",83,"Hazardous Materials Programs and Response","Attempt to assure compliance with all mandated Emergency Planning and Community Right to Know (EPCRA) laws and regulations and facilitate the existence of the mandated Local Emergency Planning Committee (LEPC) and all of it's duties. Help assure the capabilities and readiness of a hazardous materials response team that has responsibilities as a local asset as well as a state resource. Administer related grants, programs and training as needed/requested. Respond to hazardous material emergency scenes and perform mandated duties 24/7/365.","43.3933","-88.2461",135101
"1898","training","510",NA,"Training","Training and maintenance of certifications","RX_WashingtonCountyWIWI","Washington County, WI",31,"ADMINISTRATIVE - Personnel Management","Golf course managers and the Human Resource Department are involved  in personnel recruitment, interviewing, annual evaluations, hiring, and training of the golf course staff.","43.3933","-88.2461",135101
"19141","training","510",NA,"Training","Training and maintenance of certifications","RX_WashingtonCountyWIWI","Washington County, WI",130,"Strong People","Ongoing strength training class which improves an Older Adults ability to perform Activities of Daily Living and improves flexibility","43.3933","-88.2461",135101
"18921","training","510",NA,"Training","Training and maintenance of certifications","RX_WashingtonCountyWIWI","Washington County, WI",15,"Administration/Supervision of Employees and Budget Prep, pursuant to Wis. Stat. 978.05(1)","Manage day-to-day operations, such as scheduling, maintaining supplies/reference books and registration for conferences and training. Prepare annual budget and operate within the limits of that budget. Manage staffing schedules and assignments, and conduct performance reviews.","43.3933","-88.2461",135101
"1902","training","510",NA,"Training","Training and maintenance of certifications","RX_WashingtonCountyWIWI","Washington County, WI",38,"ADMINISTRATIVE - Real Property Lister Office Administration","Includes office administration, budget preparation, personnel administration, personnel supervision and continuing education and training.","43.3933","-88.2461",135101
"1976","training","510",NA,"Training","Training and maintenance of certifications","RX_WashingtonCountyWIWI","Washington County, WI",1063,"Early Childhood Program Development","Improves the quality of child care and early childhood programs through professional development trainings.","43.3933","-88.2461",135101
"1888","training","510",NA,"Training","Training and maintenance of certifications","RX_WashingtonCountyWIWI","Washington County, WI",6,"ADMINISTRATIVE - Training & Membership Fees","Maintain and improve professional competence.","43.3933","-88.2461",135101
"1940","training","510",NA,"Training","Training and maintenance of certifications","RX_WashingtonCountyWIWI","Washington County, WI",567,"Training & Staff Development","Develop, promote, and train County staff","43.3933","-88.2461",135101
"1938","training","510",NA,"Training","Training and maintenance of certifications","RX_WashingtonCountyWIWI","Washington County, WI",533,"County Leadership Training","Develop, promote, and train leadership staff","43.3933","-88.2461",135101
"1894","training","510",NA,"Training","Training and maintenance of certifications","RX_WashingtonCountyWIWI","Washington County, WI",20,"ADMINISTRATIVE - Roadway Maintenance Training, Life and Safety Equipment","Includes alcohol testing and other eligible training for county employees.","43.3933","-88.2461",135101
"19101","training","510",NA,"Training","Training and maintenance of certifications","RX_WashingtonCountyWIWI","Washington County, WI",85,"Emergency Management Inter-Agency Coordination and Liaison","By state law, each county in WI must designate an emergency manager but that position has no authority attached to it. That means that to do the job, contact needs to be made with numerous internal and external preparedness/response/recovery partner agencies and individuals at the local, regional, state and federal levels. These relationships are maintained through various means such as information sharing, meetings, training, exercising, etc. the process is constant as turnover occurs and the current needs/situations change. This office strives to properly deliver the services/coordination we offer, maintain our visibility/relevance and always attempt to be considered a valued partner to the agencies/organizations/individuals we work with.","43.3933","-88.2461",135101
"1900","training","510",NA,"Training","Training and maintenance of certifications","RX_WashingtonCountyWIWI","Washington County, WI",37,"ADMINISTRATIVE - Professional Certification, Training and Conferences","Participation of ongoing professional education, training and conferences relevant to the Planning Division and ongoing required training to maintain professional licensure.","43.3933","-88.2461",135101
"1950","training","510",NA,"Training","Training and maintenance of certifications","RX_WashingtonCountyWIWI","Washington County, WI",755,"Golf Staff In-house Training and Certifications","Hands on training is completed onsite by experienced golf staff.  Training required for professional certification and credentials is done through the agency responsible for the license or an approved agent.","43.3933","-88.2461",135101
